source,h2,ch4,c2h6,c2h4,c2h2,co,co2,scale,source_scale,label_raw,label_std
sguys99/Duval_Classification_1.xlsx,100.0,70.0,70.0,170.0,10.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,95.0,280.0,250.0,150.0,10.0,700.0,8000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,60.0,40.0,50.0,60.0,3.0,540.0,5100.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,84.0,79.0,52.0,166.0,56.0,673.0,8068.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,66.0,111.0,90.0,110.0,15.0,865.0,12670.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,235.0,180.0,270.0,145.0,336.0,672.0,4256.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,250.0,150.0,150.0,250.0,150.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,150.0,0,0,220.0,150.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,200.0,50.0,50.0,200.0,30.0,1000.0,20000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,134.0,224.0,550.0,224.0,154.0,672.0,3584.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,250.0,0,15.0,150.0,280.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,150.0,0,80.0,320.0,22.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,0,150.0,550.0,200.0,150.0,800.0,5000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,150.0,0,200.0,200.0,150.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,200.0,100.0,100.0,100.0,50.0,500.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,250.0,190.0,180.0,250.0,180.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,75.0,35.0,50.0,110.0,80.0,400.0,5300.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,151.0,131.0,73.0,250.0,266.0,848.0,11818.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,8288.0,1120.0,784.0,1344.0,19712.0,448.0,5600.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,31.0,6.0,8.0,3.0,0,260.0,705.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,22.0,7.0,4.0,5.0,0,180.0,650.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,80.0,18.0,20.0,0,0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,170.0,16.0,8.0,0,0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,50.0,10.0,10.0,10.0,5.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,120.0,0,0,10.0,5.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,150.0,0,0,8.0,3.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,85.0,0,0,9.0,5.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,70.0,0,0,30.0,4.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,135.0,0,0,30.0,4.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,1000.0,0,0,20.0,16.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,6.0,11.0,7.0,3.0,0,250.0,800.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,150.0,120.0,130.0,40.0,0,1100.0,4000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,20.0,30.0,25.0,4.0,2.0,330.0,900.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_1.xlsx,300.0,30.0,25.0,4.0,2.0,330.0,900.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,32930.0,2397.0,157.0,0,0,313.0,560.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,37800.0,1740.0,249.0,8.0,8.0,56.0,197.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,92600.0,10200.0,0,0,0,6400.0,103151.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,8266.0,1061.0,22.0,0,0,107.0,498.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,9340.0,995.0,60.0,6.0,7.0,60.0,620.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,36036.0,4704.0,554.0,5.0,10.0,6.0,347.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,33046.0,619.0,58.0,2.0,0,51.0,0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,40280.0,1069.0,1060.0,0,0,0,0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,26788.0,18342.0,2111.0,27.0,0,704.0,0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,78.0,20.0,11.0,13.0,28.0,0,784.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,305.0,100.0,33.0,161.0,541.0,440.0,3700.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,35.0,6.0,3.0,26.0,482.0,200.0,2240.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,543.0,120.0,41.0,411.0,1880.0,76.0,2800.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1230.0,163.0,27.0,233.0,692.0,130.0,115.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,645.0,86.0,13.0,110.0,317.0,74.0,114.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,60.0,10.0,4.0,4.0,4.0,780.0,7600.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,95.0,10.0,0,11.0,39.0,122.0,467.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,6870.0,1028.0,79.0,900.0,5500.0,29.0,388.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,10092.0,5399.0,530.0,6500.0,37565.0,42.0,413.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,650.0,81.0,170.0,51.0,270.0,380.0,2000.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,210.0,22.0,6.0,6.0,7.0,19.0,74.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,385.0,60.0,8.0,53.0,159.0,465.0,1250.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,4230.0,690.0,5.0,196.0,1180.0,438.0,791.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,7600.0,1230.0,318.0,836.0,1560.0,4970.0,4080.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,595.0,80.0,9.0,89.0,244.0,524.0,2100.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,120.0,25.0,0,8.0,40.0,500.0,1600.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,8.0,0,0,43.0,101.0,192.0,4067.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,6454.0,2313.0,121.0,2159.0,6432.0,3628.0,225.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,2177.0,1049.0,207.0,440.0,705.0,4571.0,3923.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1790.0,580.0,321.0,336.0,619.0,956.0,4250.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1330.0,10.0,20.0,66.0,182.0,231.0,1820.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,4.0,0,2.0,7.0,52.0,93.0,519.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1900.0,285.0,31.0,957.0,7730.0,681.0,732.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,57.0,24.0,2.0,27.0,30.0,540.0,2518.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1000.0,500.0,0,400.0,500.0,200.0,1000.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,440.0,89.0,19.0,304.0,757.0,299.0,1190.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,210.0,43.0,12.0,102.0,187.0,167.0,1070.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,2850.0,1115.0,138.0,1987.0,3675.0,2330.0,4330.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,7020.0,1850.0,0,2960.0,4410.0,2140.0,1000.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,545.0,130.0,16.0,153.0,239.0,660.0,2850.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,7150.0,1440.0,97.0,1210.0,1760.0,608.0,2260.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,620.0,325.0,38.0,181.0,244.0,1480.0,2530.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,120.0,31.0,0,66.0,94.0,48.0,271.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,755.0,229.0,32.0,404.0,460.0,845.0,5580.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,5100.0,1430.0,0,1140.0,1010.0,117.0,197.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,13500.0,6110.0,212.0,4510.0,4040.0,8690.0,1460.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1570.0,1110.0,175.0,1780.0,1830.0,135.0,602.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,3090.0,5020.0,323.0,3800.0,2540.0,270.0,400.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1820.0,405.0,35.0,365.0,634.0,1010.0,8610.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,535.0,160.0,16.0,305.0,680.0,172.0,338.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,13.0,3.0,0,3.0,6.0,4.0,51.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,137.0,67.0,7.0,53.0,104.0,196.0,1678.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1084.0,188.0,8.0,166.0,769.0,38.0,199.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,34.0,21.0,4.0,49.0,56.0,95.0,315.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,7940.0,2000.0,355.0,3120.0,5390.0,1130.0,285.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,150.0,130.0,9.0,55.0,30.0,120.0,200.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,8200.0,3790.0,250.0,4620.0,5830.0,31.0,85.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,260.0,215.0,35.0,334.0,277.0,130.0,416.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,75.0,15.0,7.0,14.0,26.0,105.0,322.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,530.0,345.0,85.0,266.0,250.0,3900.0,20000.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,60.0,5.0,2.0,21.0,21.0,188.0,2510.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,90.0,28.0,8.0,31.0,32.0,1380.0,11700.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,220.0,77.0,22.0,170.0,240.0,1800.0,13800.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,5900.0,1500.0,68.0,1200.0,2300.0,750.0,335.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,420.0,250.0,41.0,530.0,800.0,300.0,751.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,2800.0,2800.0,234.0,3500.0,3600.0,92.0,718.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,99.0,170.0,20.0,200.0,190.0,140.0,1160.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,310.0,230.0,54.0,610.0,760.0,150.0,631.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,800.0,160.0,23.0,260.0,600.0,490.0,690.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1500.0,395.0,28.0,395.0,323.0,365.0,576.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,20000.0,13000.0,1850.0,29000.0,57000.0,2600.0,2430.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,305.0,85.0,25.0,197.0,130.0,813.0,8380.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1900.0,530.0,35.0,383.0,434.0,1890.0,7570.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,110.0,62.0,90.0,140.0,250.0,680.0,6470.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,3700.0,1690.0,128.0,2810.0,3270.0,22.0,86.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,2770.0,660.0,54.0,712.0,763.0,522.0,1490.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,245.0,120.0,18.0,131.0,167.0,829.0,4250.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1170.0,255.0,18.0,312.0,325.0,5.0,1800.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,4419.0,3564.0,668.0,2861.0,2025.0,909.0,9082.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,810.0,580.0,111.0,570.0,490.0,1100.0,6800.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,5000.0,1200.0,83.0,1000.0,1100.0,140.0,265.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,10000.0,6730.0,345.0,7330.0,10400.0,1980.0,3830.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1570.0,735.0,87.0,1330.0,1740.0,711.0,4240.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1270.0,3450.0,520.0,1390.0,8.0,483.0,44500.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,3420.0,7870.0,1500.0,6990.0,33.0,573.0,4640.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,360.0,610.0,259.0,260.0,9.0,12000.0,74200.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,0,27.0,49.0,4.0,0,53.0,254.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,3675.0,6392.0,2500.0,7691.0,5.0,101.0,833.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,48.0,610.0,29.0,10.0,0,1900.0,970.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,12.0,18.0,4.0,4.0,0,559.0,1710.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,66.0,60.0,2.0,7.0,0,76.0,90.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1450.0,940.0,211.0,322.0,61.0,2420.0,3560.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,0,18900.0,410.0,540.0,330.0,3900.0,710.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,960.0,4000.0,1290.0,1560.0,6.0,15800.0,50300.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,24700.0,61000.0,26300.0,42100.0,1560.0,14400.0,30400.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,14.0,44.0,124.0,7.0,0,128.0,2746.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,2031.0,149.0,20.0,3.0,0,556.0,3008.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,480.0,1075.0,298.0,1132.0,0,464.0,1000.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,40000.0,400.0,70.0,600.0,6.0,800.0,218.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,8800.0,64064.0,72128.0,95650.0,0,290.0,90300.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,6709.0,10500.0,1400.0,17700.0,750.0,290.0,1500.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1100.0,1600.0,221.0,2010.0,26.0,0,1430.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,290.0,966.0,299.0,1810.0,57.0,72.0,756.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,2500.0,10500.0,4790.0,13500.0,6.0,530.0,2310.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1860.0,4980.0,0,10700.0,1600.0,158.0,1300.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,860.0,1670.0,30.0,2050.0,40.0,10.0,690.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,150.0,22.0,9.0,60.0,11.0,0,0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,400.0,940.0,210.0,820.0,24.0,390.0,1700.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,6.0,2990.0,29990.0,26076.0,67.0,6.0,26.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,100.0,200.0,110.0,670.0,11.0,100.0,650.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,290.0,1260.0,231.0,820.0,8.0,228.0,826.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,1550.0,2740.0,816.0,5450.0,184.0,1140.0,9360.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,3910.0,4290.0,626.0,6040.0,1230.0,1800.0,11500.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,12705.0,23498.0,6047.0,34257.0,5188.0,4004.0,8539.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,0,8.0,8.0,100.0,6.0,300.0,5130.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,300.0,700.0,280.0,1700.0,36.0,760.0,9250.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,107.0,143.0,34.0,222.0,2.0,193.0,1330.0,μL/L,log10(μL/L),1,
sguys99/Duval_Classification_41.xlsx,134.0,134.0,157.0,45.0,0,1008.0,10528.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,100.0,200.0,200.0,200.0,20.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,0,225.0,225.0,110.0,3.0,785.0,4500.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,105.0,125.0,71.0,166.0,10.0,2000.0,18000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,100.0,50.0,65.0,50.0,15.0,500.0,5000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,100.0,70.0,70.0,170.0,10.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,150.0,0,0,220.0,8.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,0,224.0,224.0,112.0,5.0,2150.0,6720.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,200.0,50.0,50.0,200.0,3.0,1000.0,20000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,85.0,0,80.0,35.0,70.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,175.0,0,100.0,375.0,3.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,80.0,0,200.0,100.0,4.0,800.0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,150.0,0,200.0,100.0,15.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,125.0,100.0,100.0,150.0,20.0,500.0,6000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,200.0,3.0,50.0,200.0,0,1000.0,20000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,50.0,30.0,0,0,5.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,100.0,70.0,70.0,170.0,10.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,95.0,280.0,250.0,150.0,10.0,700.0,8000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,60.0,40.0,50.0,60.0,3.0,540.0,5100.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,84.0,79.0,52.0,166.0,56.0,673.0,8068.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,66.0,111.0,90.0,110.0,15.0,865.0,12670.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,235.0,180.0,270.0,145.0,336.0,672.0,4256.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,250.0,150.0,150.0,250.0,150.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,150.0,0,0,220.0,150.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,200.0,50.0,50.0,200.0,30.0,1000.0,20000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,134.0,224.0,550.0,224.0,154.0,672.0,3584.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,250.0,0,15.0,150.0,280.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,150.0,0,80.0,320.0,22.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,0,150.0,550.0,200.0,150.0,800.0,5000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,150.0,0,200.0,200.0,150.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,200.0,100.0,100.0,100.0,50.0,500.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,250.0,190.0,180.0,250.0,180.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,75.0,35.0,50.0,110.0,80.0,400.0,5300.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,151.0,131.0,73.0,250.0,266.0,848.0,11818.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,8288.0,1120.0,784.0,1344.0,19712.0,448.0,5600.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,31.0,6.0,8.0,3.0,0,260.0,705.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,22.0,7.0,4.0,5.0,0,180.0,650.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,80.0,18.0,20.0,0,0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,170.0,16.0,8.0,0,0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,50.0,10.0,10.0,10.0,5.0,1000.0,10000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,120.0,0,0,10.0,5.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,150.0,0,0,8.0,3.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,85.0,0,0,9.0,5.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,70.0,0,0,30.0,4.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,135.0,0,0,30.0,4.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,1000.0,0,0,20.0,16.0,0,0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,6.0,11.0,7.0,3.0,0,250.0,800.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,150.0,120.0,130.0,40.0,0,1100.0,4000.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,20.0,30.0,25.0,4.0,2.0,330.0,900.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,300.0,30.0,25.0,4.0,2.0,330.0,900.0,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,133.325132,105.048454,89.147226,154.645626,11.643666,772.115233,7821.253049,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,141.521274,64.498864,78.507779,100.65959,14.277769,675.457996,11266.105257,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,71.428813,53.761668,70.018865,259.073813,22.611552,608.73253,10435.123319,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,142.203827,57.57587,68.843535,275.544643,5.333758,694.171077,5153.050983,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,116.912332,83.123127,52.384755,156.551394,45.427657,713.527942,9857.146852,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,68.778636,73.130219,77.278876,84.446229,47.404998,583.420181,8155.492437,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,85.06484,64.616165,51.697246,116.774233,26.070612,752.222694,12336.330829,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,109.219337,98.158004,52.857819,149.918366,25.994874,621.427565,5109.093351,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,146.175615,80.968486,70.865994,190.877136,18.872812,678.462885,8753.348358,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,146.839968,78.480653,53.869201,117.686585,45.302531,749.875098,8452.357415,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,74.185177,104.203556,82.725942,192.62548,20.354599,630.650204,8741.239292,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,147.35335,60.008731,82.701884,216.467472,8.226529,644.558639,11184.261856,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,146.145025,93.004016,78.897584,108.784281,39.671847,762.152718,7647.527277,μL/L,log10(μL/L),0,
sguys99/Duval_Classification_41.xlsx,103.683808,92.761037,55.994618,85.831883,21.317725,635.501128,11299.440429,μL/L,log10(μL/L),0,
